Regionfilter,Country filter,Employee filter,Industryfilter,IT-Business filter,Product filter,Q_27211,Q_28211,Q_29211,Q_30211,Q_31211,Q_12211,Q_13211,Q_15211,Q_18211,Q_19211,Q_23211,Q_32_1211,Q_33_1211,Q_24211,Q_34211,Q_35211,Q_26211,Q_36211,Q_28_999211,Q_58214,Q_51214,Q_59214,Q_46214,Q_60214,Q_884214,Q_61214,Q_40214,Q_41214,Q_42214,Q_62214,Q_45214,Q_43214,Q_44214,Q_65214,Q_66214,Q_54214,Q_67214,Q_56_999214,Q_101_1215,Q_84215,Q_85215,Q_86215,Q_87215,Q_102_1215,Q_88215,Q_89215,Q_90215,Q_91215,Q_93215,Q_94215,Q_95215,Q_96215,Q_103_1215,Q_104_1215,Q_105_1215,Q_97215,Q_98_999215,Q_101218,Q_112_1219,Q_104223,Q_105221,Q_103217,Q_113_1224,Q_114220,Q_115222,Q_116225,Q_886216,Q_887226,Q_111213,Q_112212,Q_906230,Q_907230,Q_908230,Q_909230,Q_910230,Q_911230,Q_912230,Q_913230,Q_904230,Q_914231,Q_920234,Q_921234,Q_922234,Q_923234,Q_924234,Q_925234,Q_926234,Q_927234,Q_928234,Q_929234,Q_932234,Q_930234,Q_937233,Q_938233,Q_939233,Q_940233,Q_941233,Q_942233,Q_943233,Q_944233,Q_945233,Q_946233,Q_947233,Q_949232,Q_950,Q_951,Q_952,Q_955,Q_956,Q_957,Q_958,Q_959,Q_960,Q_961,Q_346,Q_351,Q70_1201,Q_352,Q_354207,Q_356202,Q70_regions208,Industry_bundlednew203,Q32_GROUP205,Q33_discrete204,Q_3_bundled210,Q33Q32206
Europe,Switzerland,500 - 1500,Retail/Wholesale,IT,Snowflake CDP,,,,,Solution met our requirements,,Scalability,,,,Provision/deployment model,,,,,,,,,,Data Lake,Data Warehousing/BI,,Data Storage/Data Provisioning,,,Data Integration,Data Preparation for Business Users,,,,,,,,,,,Lack of maturity in the enterprise,,,,Lack of internal know-how,,,,,,,,,,,,,,,Satisfactory,Good,Good,Excellent,Excellent,Satisfactory,Excellent,Good,Good,Satisfactory,Good,Very satisfied,Probably,,,,Business intelligence,,,,,,"$100,000 - $499,999",Master data/Data quality management,,Empowerment of business users,,,,Data warehouse modernization,,Cloud for data & analytics,,,,,Creating a data culture,Building competencies,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Switzerland,Retail / Wholesale / Trade,Data engineer/data manager,IT,Europe,Retail/Wholesale,500 - 1500,Less than 25,Snowflake CDP,1 to less than 5%
Europe,Switzerland,1500 - 6000,Financial Services,Business,Snowflake CDP,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,Local presence and good support,Solution met our requirements,Convincing performance,Scalability,Functional scope,Connectivity to source and target systems,Openness of the tool,Provision/deployment model,,,Good price-performance ratio,,Recommendation/chosen after selection,Existing relationship with the vendor,,,Holistic Data Platform,Data Lake,Data Warehousing/BI,,Data Storage/Data Provisioning,,Data Pipelining,Data Integration,Data Preparation for Business Users,Data Virtualization,,,,,,Self-Service Analytics,,,,,,,,,,,,,,,,,,,,,No significant problems,,Excellent,Good,Good,Good,Good,Excellent,Excellent,Excellent,Good,Good,Good,Very satisfied,Definitely,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,,,,$1 million or more,Master data/Data quality management,Data-driven culture,Empowerment of business users,Data democratization,Data governance,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,Implementing data & analytics projects,Developing implementation concepts,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Switzerland,Banking and finance,Business analyst,Finance and controlling,Europe,Financial Services,1500 - 6000,Less than 25,Snowflake CDP,1 to less than 5%
Europe,Switzerland,Less than 150,Services,Did not respond,Snowflake CDP,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,,Solution met our requirements,Convincing performance,Scalability,,,,Provision/deployment model,Ease of use for technical users,,Good price-performance ratio,,,,,,Holistic Data Platform,,Data Warehousing/BI,,Data Storage/Data Provisioning,,,,Data Preparation for Business Users,,,,,,,Self-Service Analytics,,,,,,,,,,,,,,,,,,,,,No significant problems,,Good,Good,Good,Good,Very poor,Good,Excellent,Excellent,Satisfactory,Very poor,Good,Rather satisfied,Definitely,,,Advanced analytics,Business intelligence,Regulatory/compliance requirements,,Use of artificial intelligence,,,"$500,000 - $999,999",Master data/Data quality management,,,,Data governance,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,Data security/data privacy,,Defining a data & analytics strategy,Creating a data culture,,,Modernizing data & analytics architectures,,,Implementing data & analytics projects,Developing implementation concepts,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,keine Angabe,Switzerland,Switzerland,Consulting,Enterprise architect,,Europe,Services,Less than 150,Less than 25,Snowflake CDP,5 to less than 10%
Europe,Germany,More than 6000,Manufacturing,Business,Snowflake CDP,Innovative strength of the vendor,,,,Solution met our requirements,Convincing performance,Scalability,Functional scope,Connectivity to source and target systems,Openness of the tool,Provision/deployment model,Ease of use for technical users,Ease of use for business users,Good price-performance ratio,,,,,,,,Data Warehousing/BI,,Data Storage/Data Provisioning,,,Data Integration,,,,,Data Stewardship/Data Quality Management,Master/Reference Data Management,Advanced Analytics/Machine Learning/AI,Self-Service Analytics,,,,,,,,Lack of internal know-how,,,,,,,,,,,,,,,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Very satisfied,Definitely,Transformation to a data-driven company,New business models,Advanced analytics,Business intelligence,,,Use of artificial intelligence,,,"$100,000 - $499,999",,Data-driven culture,Empowerment of business users,,,Self-service analytics/BI,,Artificial intelligence,Cloud for data & analytics,Data & analytics platforms,,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,Manufacturing,Person responsible for departmental BI,Dedicated BI and analytics unit,Europe,Manufacturing,More than 6000,Less than 25,Snowflake CDP,1 to less than 5%
Europe,Germany,Less than 150,Retail/Wholesale,Business,Snowflake CDP,Innovative strength of the vendor,,,,,Convincing performance,,,,,,,,,,,,,,,Data Lake,Data Warehousing/BI,,,,,,,,,,,,,,,,,,,,,Lack of internal know-how,,,,,,,,,,,,,,,Good,Good,Good,Good,Good,Excellent,Satisfactory,Good,Excellent,Excellent,Good,Rather satisfied,Probably,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,,,,"Less than $100,000",,Data-driven culture,Empowerment of business users,,,Self-service analytics/BI,,,,,,,Defining a data & analytics strategy,Creating a data culture,Building competencies,,,,,,,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Germany,Retail / Wholesale / Trade,Data owner,Dedicated BI and analytics unit,Europe,Retail/Wholesale,Less than 150,Less than 25,Snowflake CDP,5 to less than 10%
Europe,Switzerland,Less than 150,Other,IT,Snowflake CDP,,Good reputation of the product/vendor,,,,Convincing performance,Scalability,,,,Provision/deployment model,Ease of use for technical users,,,,Recommendation/chosen after selection,,,,,Data Lake,Data Warehousing/BI,,,Query Engine,,,Data Preparation for Business Users,,Cloud Integration,,,,,Self-Service Analytics,,,,,,,,,,The product lacks key features,,,"Query, load, processing performance too slow",,,,,,,,,,Good,Satisfactory,Satisfactory,Good,Good,Good,Satisfactory,Good,Good,Satisfactory,Good,Rather satisfied,Probably,Transformation to a data-driven company,New business models,,Business intelligence,,,,,,,Master data/Data quality management,,Empowerment of business users,,,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,Implementing data & analytics projects,Developing implementation concepts,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Switzerland,Media/Publishing,Data scientist,IT,Europe,Other,Less than 150,25 - 75,Snowflake CDP,20 to less than 30%
Europe,Switzerland,500 - 1500,Retail/Wholesale,IT,Snowflake CDP,,,,,Solution met our requirements,,Scalability,,,,Provision/deployment model,,,,,,,,,,Data Lake,Data Warehousing/BI,,Data Storage/Data Provisioning,,,Data Integration,Data Preparation for Business Users,,,,,,,,,,,Lack of maturity in the enterprise,,,,Lack of internal know-how,,,,,,,,,,,,,,,Satisfactory,Good,Good,Excellent,Excellent,Satisfactory,Excellent,Good,Good,Satisfactory,Good,Very satisfied,Probably,,,,Business intelligence,,,,,,"$100,000 - $499,999",Master data/Data quality management,,Empowerment of business users,,,,Data warehouse modernization,,Cloud for data & analytics,,,,,Creating a data culture,Building competencies,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Switzerland,Retail / Wholesale / Trade,Data engineer/data manager,IT,Europe,Retail/Wholesale,500 - 1500,Less than 25,Snowflake CDP,1 to less than 5%
Europe,Switzerland,1500 - 6000,Financial Services,Business,Snowflake CDP,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,Local presence and good support,Solution met our requirements,Convincing performance,Scalability,Functional scope,Connectivity to source and target systems,Openness of the tool,Provision/deployment model,,,Good price-performance ratio,,Recommendation/chosen after selection,Existing relationship with the vendor,,,Holistic Data Platform,Data Lake,Data Warehousing/BI,,Data Storage/Data Provisioning,,Data Pipelining,Data Integration,Data Preparation for Business Users,Data Virtualization,,,,,,Self-Service Analytics,,,,,,,,,,,,,,,,,,,,,No significant problems,,Excellent,Good,Good,Good,Good,Excellent,Excellent,Excellent,Good,Good,Good,Very satisfied,Definitely,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,,,,$1 million or more,Master data/Data quality management,Data-driven culture,Empowerment of business users,Data democratization,Data governance,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,Implementing data & analytics projects,Developing implementation concepts,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Switzerland,Banking and finance,Business analyst,Finance and controlling,Europe,Financial Services,1500 - 6000,Less than 25,Snowflake CDP,1 to less than 5%
Europe,Switzerland,Less than 150,Services,Did not respond,Snowflake CDP,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,,Solution met our requirements,Convincing performance,Scalability,,,,Provision/deployment model,Ease of use for technical users,,Good price-performance ratio,,,,,,Holistic Data Platform,,Data Warehousing/BI,,Data Storage/Data Provisioning,,,,Data Preparation for Business Users,,,,,,,Self-Service Analytics,,,,,,,,,,,,,,,,,,,,,No significant problems,,Good,Good,Good,Good,Very poor,Good,Excellent,Excellent,Satisfactory,Very poor,Good,Rather satisfied,Definitely,,,Advanced analytics,Business intelligence,Regulatory/compliance requirements,,Use of artificial intelligence,,,"$500,000 - $999,999",Master data/Data quality management,,,,Data governance,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,Data security/data privacy,,Defining a data & analytics strategy,Creating a data culture,,,Modernizing data & analytics architectures,,,Implementing data & analytics projects,Developing implementation concepts,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,keine Angabe,Switzerland,Switzerland,Consulting,Enterprise architect,,Europe,Services,Less than 150,Less than 25,Snowflake CDP,5 to less than 10%
Europe,Germany,More than 6000,Manufacturing,Business,Snowflake CDP,Innovative strength of the vendor,,,,Solution met our requirements,Convincing performance,Scalability,Functional scope,Connectivity to source and target systems,Openness of the tool,Provision/deployment model,Ease of use for technical users,Ease of use for business users,Good price-performance ratio,,,,,,,,Data Warehousing/BI,,Data Storage/Data Provisioning,,,Data Integration,,,,,Data Stewardship/Data Quality Management,Master/Reference Data Management,Advanced Analytics/Machine Learning/AI,Self-Service Analytics,,,,,,,,Lack of internal know-how,,,,,,,,,,,,,,,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Very satisfied,Definitely,Transformation to a data-driven company,New business models,Advanced analytics,Business intelligence,,,Use of artificial intelligence,,,"$100,000 - $499,999",,Data-driven culture,Empowerment of business users,,,Self-service analytics/BI,,Artificial intelligence,Cloud for data & analytics,Data & analytics platforms,,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,Manufacturing,Person responsible for departmental BI,Dedicated BI and analytics unit,Europe,Manufacturing,More than 6000,Less than 25,Snowflake CDP,1 to less than 5%
Europe,Germany,Less than 150,Retail/Wholesale,Business,Snowflake CDP,Innovative strength of the vendor,,,,,Convincing performance,,,,,,,,,,,,,,,Data Lake,Data Warehousing/BI,,,,,,,,,,,,,,,,,,,,,Lack of internal know-how,,,,,,,,,,,,,,,Good,Good,Good,Good,Good,Excellent,Satisfactory,Good,Excellent,Excellent,Good,Rather satisfied,Probably,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,,,,"Less than $100,000",,Data-driven culture,Empowerment of business users,,,Self-service analytics/BI,,,,,,,Defining a data & analytics strategy,Creating a data culture,Building competencies,,,,,,,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Germany,Retail / Wholesale / Trade,Data owner,Dedicated BI and analytics unit,Europe,Retail/Wholesale,Less than 150,Less than 25,Snowflake CDP,5 to less than 10%
Europe,Switzerland,Less than 150,Other,IT,Snowflake CDP,,Good reputation of the product/vendor,,,,Convincing performance,Scalability,,,,Provision/deployment model,Ease of use for technical users,,,,Recommendation/chosen after selection,,,,,Data Lake,Data Warehousing/BI,,,Query Engine,,,Data Preparation for Business Users,,Cloud Integration,,,,,Self-Service Analytics,,,,,,,,,,The product lacks key features,,,"Query, load, processing performance too slow",,,,,,,,,,Good,Satisfactory,Satisfactory,Good,Good,Good,Satisfactory,Good,Good,Satisfactory,Good,Rather satisfied,Probably,Transformation to a data-driven company,New business models,,Business intelligence,,,,,,,Master data/Data quality management,,Empowerment of business users,,,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,Implementing data & analytics projects,Developing implementation concepts,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Switzerland,Media/Publishing,Data scientist,IT,Europe,Other,Less than 150,25 - 75,Snowflake CDP,20 to less than 30%
Europe,Switzerland,500 - 1500,Retail/Wholesale,IT,Snowflake CDP,,,,,Solution met our requirements,,Scalability,,,,Provision/deployment model,,,,,,,,,,Data Lake,Data Warehousing/BI,,Data Storage/Data Provisioning,,,Data Integration,Data Preparation for Business Users,,,,,,,,,,,Lack of maturity in the enterprise,,,,Lack of internal know-how,,,,,,,,,,,,,,,Satisfactory,Good,Good,Excellent,Excellent,Satisfactory,Excellent,Good,Good,Satisfactory,Good,Very satisfied,Probably,,,,Business intelligence,,,,,,"$100,000 - $499,999",Master data/Data quality management,,Empowerment of business users,,,,Data warehouse modernization,,Cloud for data & analytics,,,,,Creating a data culture,Building competencies,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Switzerland,Retail / Wholesale / Trade,Data engineer/data manager,IT,Europe,Retail/Wholesale,500 - 1500,Less than 25,Snowflake CDP,1 to less than 5%
Europe,Switzerland,1500 - 6000,Financial Services,Business,Snowflake CDP,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,Local presence and good support,Solution met our requirements,Convincing performance,Scalability,Functional scope,Connectivity to source and target systems,Openness of the tool,Provision/deployment model,,,Good price-performance ratio,,Recommendation/chosen after selection,Existing relationship with the vendor,,,Holistic Data Platform,Data Lake,Data Warehousing/BI,,Data Storage/Data Provisioning,,Data Pipelining,Data Integration,Data Preparation for Business Users,Data Virtualization,,,,,,Self-Service Analytics,,,,,,,,,,,,,,,,,,,,,No significant problems,,Excellent,Good,Good,Good,Good,Excellent,Excellent,Excellent,Good,Good,Good,Very satisfied,Definitely,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,,,,$1 million or more,Master data/Data quality management,Data-driven culture,Empowerment of business users,Data democratization,Data governance,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,Implementing data & analytics projects,Developing implementation concepts,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Switzerland,Banking and finance,Business analyst,Finance and controlling,Europe,Financial Services,1500 - 6000,Less than 25,Snowflake CDP,1 to less than 5%
